log_file,ar,bn,en,es,fa,fi,fr,hi,id,ja,ko,ru,sw,te,th,zh,avg_ndcg
baseline.log,0.6326,0.6322,0.5878,0.3987,0.4353,0.6596,0.3248,0.3531,0.4645,0.5684,0.6002,0.4958,0.5281,0.676,0.6674,0.3958,0.5263
