log_file,ar,bn,en,es,fa,fi,fr,hi,id,ja,ko,ru,sw,te,th,zh,avg_ndcg
baseline.log,0.7474,0.7358,0.7104,0.6006,0.5888,0.796,0.501,0.544,0.6187,0.6946,0.692,0.6597,0.6509,0.7854,0.7594,0.5474,0.6645
